Symbol	Name	PharmGKB Accession Id	NCBI Gene ID	HGNC ID	Ensembl Id	Chromosome	Chromosomal Start - GRCh37	Chromosomal Stop - GRCh37	Chromosomal Start - GRCh38	Chromosomal Stop - GRCh38
CCL8	C-C motif chemokine ligand 8	PA35567	6355	HGNC:10635	ENSG00000108700	chr17	32646066	32648421	34319047	34321402
CCM2	CCM2 scaffold protein	PA26145	83605	HGNC:21708	ENSG00000136280	chr7	45039345	45116069	44999746	45076470
CCM2L	CCM2 like scaffold protein	PA25702	140706	HGNC:16153	ENSG00000101331	chr20	30598200	30619984	32010379	32032182
CCN1	cellular communication network factor 1	PA27126	3491	HGNC:2654	ENSG00000142871	chr1	86046444	86049650	85580761	85583967
CCN2	cellular communication network factor 2	PA27003	1490	HGNC:2500	ENSG00000118523	chr6	132269316	132272518	131948176	131951378
CCN3	cellular communication network factor 3	PA31687	4856	HGNC:7885	ENSG00000136999	chr8	120428552	120436678	119416312	119424438
CCN4	cellular communication network factor 4	PA37372	8840	HGNC:12769	ENSG00000104415	chr8	134203282	134243933	133191039	133231690
CCN5	cellular communication network factor 5	PA37373	8839	HGNC:12770	ENSG00000064205	chr20	43343493	43356453	44714204	44728041
CCN6	cellular communication network factor 6	PA37374	8838	HGNC:12771	ENSG00000112761	chr6	112375278	112390889	112052813	112069686
CCNA1	cyclin A1	PA26147	8900	HGNC:1577	ENSG00000133101	chr13	37005257	37017019	36430488	36442882
CCNA2	cyclin A2	PA94	890	HGNC:1578	ENSG00000145386	chr4	122737599	122745153	121816444	121823933
CCNB1	cyclin B1	PA95	891	HGNC:1579	ENSG00000134057	chr5	68462837	68474072	69167010	69178245
CCNB1IP1	cyclin B1 interacting protein 1	PA134863884	57820	HGNC:19437	ENSG00000100814	chr14	20779527	20801471	20311368	20333312
CCNB2	cyclin B2	PA26148	9133	HGNC:1580	ENSG00000157456	chr15	59397284	59417244	59105085	59125045
CCNB3	cyclin B3	PA38653	85417	HGNC:18709	ENSG00000147082	chrX	50027540	50094913	50202713	50351914
CCNC	cyclin C	PA26149	892	HGNC:1581	ENSG00000112237	chr6	99990263	100016849	99542387	99568973
CCND1	cyclin D1	PA75	595	HGNC:1582	ENSG00000110092	chr11	69455873	69469242	69641105	69654474
CCND2	cyclin D2	PA26150	894	HGNC:1583	ENSG00000118971	chr12	4382901	4414522	4273736	4305356
CCND3	cyclin D3	PA26152	896	HGNC:1585	ENSG00000112576	chr6	41902671	42016610	41934933	42048894
CCNDBP1	cyclin D1 binding protein 1	PA26154	23582	HGNC:1587	ENSG00000166946	chr15	43477466	43489375	43185118	43197177
CCNE1	cyclin E1	PA96	898	HGNC:1589	ENSG00000105173	chr19	30302805	30315224	29811994	29824317
CCNE2	cyclin E2	PA26155	9134	HGNC:1590	ENSG00000175305	chr8	95892452	95909672	94880224	94896671
CCNF	cyclin F	PA26156	899	HGNC:1591	ENSG00000162063	chr16	2479395	2508859	2425438	2458858
CCNG1	cyclin G1	PA26157	900	HGNC:1592	ENSG00000113328	chr5	162864573	162872022	163437567	163445016
CCNG2	cyclin G2	PA26158	901	HGNC:1593	ENSG00000138764	chr4	78078357	78091213	77157204	77170060
CCNH	cyclin H	PA26159	902	HGNC:1594	ENSG00000134480	chr5	86687310	86708850	87311480	87413033
CCNI	cyclin I	PA26160	10983	HGNC:1595	ENSG00000118816	chr4	77968308	77998719	77047155	77076013
CCNI2	cyclin I family member 2	PA162381968	645121	HGNC:33869	ENSG00000205089	chr5	132083137	132089856	132747402	132754403
CCNJ	cyclin J	PA134911603	54619	HGNC:23434	ENSG00000107443	chr10	97803159	97820627	96042848	96060870
CCNJL	cyclin J like	PA144596449	79616	HGNC:25876	ENSG00000135083	chr5	159678666	159739602	160251652	160339592
CCNK	cyclin K	PA26161	8812	HGNC:1596	ENSG00000090061	chr14	99947695	99977852	99481402	99511515
CCNL2	cyclin L2	PA134973681	81669	HGNC:20570	ENSG00000221978	chr1	1321091	1334718	1385711	1399338
CCNO	cyclin O	PA38350	10309	HGNC:18576	ENSG00000152669	chr5	54526980	54529508	55231152	55233717
CCNQ	cyclin Q	PA142671863	92002	HGNC:28434	ENSG00000147382	chrX	152853383	152864632	153587925	153599177
CCNT1	cyclin T1	PA26163	904	HGNC:1599	ENSG00000129315	chr12	49082241	49110781	48688458	48716998
CCNT2	cyclin T2	PA26164	905	HGNC:1600	ENSG00000082258	chr2	135676363	135716915	134918810	134959345
CCNY	cyclin Y	PA162381980	219771	HGNC:23354	ENSG00000108100	chr10	35535953	35860848	35246981	35572670
CCNYL1	cyclin Y like 1	PA162382009	151195	HGNC:26868	ENSG00000163249	chr2	208576264	208620898	207711540	207756174
CCNYL2	cyclin Y-like 2	PA162382036	414194	HGNC:23495	ENSG00000182632	chr10	42903622	42967688	42408174	42472240
CCNYL3	cyclin Y-like 3	PA162382064	102724928	HGNC:33206	ENSG00000216671	chr16				
CCP110	centriolar coiled-coil protein 110	PA166048960	9738	HGNC:24342		chr16	19535179	19564730	19523857	19553408
CCPG1	cell cycle progression 1	PA134967250	9236	HGNC:24227	"ENSG00000214882,""ENSG00000260916"""	chr15	55647421	55700708	55355223	55408510
CCR1	C-C motif chemokine receptor 1	PA26166	1230	HGNC:1602	ENSG00000163823	chr3	46243200	46249832	46201709	46208341
CCR10	C-C motif chemokine receptor 10	PA28862	2826	HGNC:4474	ENSG00000184451	chr17	40831420	40833845	42679402	42681827
CCR2	C-C motif chemokine receptor 2	PA26167	729230	HGNC:1603	ENSG00000121807	chr3	46395235	46402413	46353744	46360940
CCR3	C-C motif chemokine receptor 3	PA26168	1232	HGNC:1604	ENSG00000183625	chr3	46283872	46308197	46210699	46266706
CCR4	C-C motif chemokine receptor 4	PA26169	1233	HGNC:1605	ENSG00000183813	chr3	32993066	32996403	32951555	32955312
CCR5	C-C motif chemokine receptor 5 (gene/pseudogene)	PA26170	1234	HGNC:1606	ENSG00000160791	chr3	46411633	46417697	46370142	46376206
CCR6	C-C motif chemokine receptor 6	PA26171	1235	HGNC:1607	ENSG00000112486	chr6	167525295	167554168	167111807	167139141
CCR7	C-C motif chemokine receptor 7	PA26172	1236	HGNC:1608	ENSG00000126353	chr17	38710021	38721736	40553769	40565484
CCR8	C-C motif chemokine receptor 8	PA26173	1237	HGNC:1609	ENSG00000179934	chr3	39371197	39375171	39329706	39333680
CCR9	C-C motif chemokine receptor 9	PA26174	10803	HGNC:1610	ENSG00000173585	chr3	45927996	45944667	45886504	45903177
CCRL2	C-C motif chemokine receptor like 2	PA26175	9034	HGNC:1612	ENSG00000121797	chr3	46448721	46454488	46407166	46409523
CCS	copper chaperone for superoxide dismutase	PA26177	9973	HGNC:1613	ENSG00000173992	chr11	66360630	66373490	66593162	66606019
CCSAP	centriole, cilia and spindle associated protein	PA142672480	126731	HGNC:29578	ENSG00000154429	chr1	229456752	229478688	229321005	229342941
CCSER1	coiled-coil serine rich protein 1	PA165663936	401145	HGNC:29349	ENSG00000184305	chr4	91048684	92523370	90127394	91602219
CCSER2	coiled-coil serine rich protein 2	PA165548597	54462	HGNC:29197	ENSG00000107771	chr10	86088342	86278276	84328558	84518521
CCT2	chaperonin containing TCP1 subunit 2	PA26179	10576	HGNC:1615	ENSG00000166226	chr12	69979206	70010595	69585428	69601577
CCT3	chaperonin containing TCP1 subunit 3	PA26180	7203	HGNC:1616	ENSG00000163468	chr1	156278752	156308206	156308961	156338415
CCT3P1	chaperonin containing TCP1, subunit 3 (gamma) pseudogene 1	PA164717774	646440	HGNC:35129	ENSG00000253951	chr8	16133186	16133786	16275677	16276277
CCT4	chaperonin containing TCP1 subunit 4	PA26181	10575	HGNC:1617	ENSG00000115484	chr2	62095262	62115806	61868127	61888671
CCT4P1	chaperonin containing TCP1, subunit 4 (delta) pseudogene 1	PA164717775	650172	HGNC:35151	ENSG00000242703	chr7	140697740	140699594	140997744	140999788
CCT4P2	chaperonin containing TCP1, subunit 4 (delta) pseudogene 2	PA164717776	100131638	HGNC:35141	ENSG00000225569	chrX	64490792	64492901	65270912	65273021
CCT5	chaperonin containing TCP1 subunit 5	PA26182	22948	HGNC:1618	ENSG00000150753	chr5	10250041	10266501	10249921	10266412
CCT5P1	chaperonin containing TCP1, subunit 5 (epsilon) pseudogene 1	PA164717777	402226	HGNC:35135	ENSG00000250444	chr5	114847774	114849394	115512180	115513895
CCT5P2	chaperonin containing TCP1, subunit 5 (epsilon) pseudogene 2	PA164717778	390415	HGNC:35139	ENSG00000230584	chr13	79483065	79484682	78909025	78910736
CCT6A	chaperonin containing TCP1 subunit 6A	PA26183	908	HGNC:1620	ENSG00000146731	chr7	56119378	56131682	56051685	56063989
CCT6B	chaperonin containing TCP1 subunit 6B	PA26184	10693	HGNC:1621	ENSG00000132141	chr17	33254878	33307968	34927859	34981221
CCT6P1	chaperonin containing TCP1, subunit 6 (zeta) pseudogene 1	PA147358194	643253	HGNC:33094	ENSG00000228409	chr7	65216092	65228662	65751105	65763675
CCT6P2	chaperonin containing TCP1, subunit 6 (zeta) pseudogene 2	PA164717779	391739	HGNC:35150	ENSG00000250526	chr5	14639532	14641127	14639212	14641078
CCT6P3	chaperonin containing TCP1, subunit 6 (zeta) pseudogene 3	PA164717780	643180	HGNC:35137	ENSG00000234585	chr7	64498732	64535091	65038354	65074713
CCT6P4	chaperonin containing TCP1, subunit 6 (zeta) pseudogene 4	PA164717781	100130481	HGNC:35148	ENSG00000232610	chr3	190432497	190435166	190714708	190717377
CCT7	chaperonin containing TCP1 subunit 7	PA26185	10574	HGNC:1622	ENSG00000135624	chr2	73461364	73480150	73233431	73253022
CCT7P1	chaperonin containing TCP1, subunit 7 (eta) pseudogene 1	PA164717782	442267	HGNC:35149	ENSG00000217733	chr6	150201030	150202858	149879894	149881722
CCT8	chaperonin containing TCP1 subunit 8	PA26186	10694	HGNC:1623	ENSG00000156261	chr21	30428647	30446010	29056322	29073797
CCT8L1P	chaperonin containing TCP1, subunit 8 (theta)-like 1, pseudogene	PA162382093	155100	HGNC:32153	ENSG00000020219	chr7	152142302	152144354	152445217	152447269
CCT8L2	chaperonin containing TCP1 subunit 8 like 2	PA162382100	150160	HGNC:15553	ENSG00000198445	chr22	17071648	17073700	16590758	16592810
CCT8P1	chaperonin containing TCP1, subunit 8 (theta) pseudogene 1	PA164717783	644131	HGNC:35144	ENSG00000226015	chr1	146674705	146676565	147203124	147204984
CCZ1	CCZ1 homolog, vacuolar protein trafficking and biogenesis associated	PA165617711	51622	HGNC:21691	ENSG00000122674	chr7	5938341	5965605	5898710	5925974
CCZ1B	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated	PA134930339	221960	HGNC:21717	"ENSG00000122674,""ENSG00000146574"""	chr7	6838566	6865926	6798935	6826295
CD101	CD101 molecule	PA29762	9398	HGNC:5949	ENSG00000134256	chr1	117544372	117579173	116990423	117037481
CD109	CD109 molecule	PA134949237	135228	HGNC:21685	ENSG00000156535	chr6	74405508	74538041	73679192	73828317
CD14	CD14 molecule	PA26188	929	HGNC:1628	ENSG00000170458	chr5	140011313	140013286	140631728	140633701
CD151	CD151 molecule (Raph blood group)	PA26189	977	HGNC:1630	ENSG00000177697	chr11	832952	838840	832952	838835
CD160	CD160 molecule	PA134943137	11126	HGNC:17013	ENSG00000117281	chr1	145695798	145715639	145719312	145739288
CD163	CD163 molecule	PA26190	9332	HGNC:1631	ENSG00000177575	chr12	7623412	7656414	7470816	7503818
CD163L1	CD163 molecule like 1	PA142672145	283316	HGNC:30375	ENSG00000177675	chr12	7507556	7596778	7320510	7444185
CD164	CD164 molecule	PA26191	8763	HGNC:1632	ENSG00000135535	chr6	109687717	109703762	109366514	109382559
CD164L2	CD164 molecule like 2	PA142672146	388611	HGNC:32043	ENSG00000174950	chr1	27705596	27709823	27379100	27383333
CD177	CD177 molecule	PA142672147	57126	HGNC:30072		chr19	43857825	43867480	43353659	43366075
CD180	CD180 molecule	PA30490	4064	HGNC:6726	ENSG00000134061	chr5	66477205	66492617	67182275	67196789
CD19	CD19 molecule	PA26192	930	HGNC:1633	ENSG00000177455	chr16	28943082	28950668	28931735	28939347
CD1A	CD1a molecule	PA26193	909	HGNC:1634	ENSG00000158477	chr1	158218119	158228059	158248329	158258269
CD1B	CD1b molecule	PA26194	910	HGNC:1635	ENSG00000158485	chr1	158297740	158301321	158286841	158332038
CD1C	CD1c molecule	PA26195	911	HGNC:1636	ENSG00000158481	chr1	158259563	158264564	158289773	158294774
CD1D	CD1d molecule	PA26196	912	HGNC:1637	ENSG00000158473	chr1	158147828	158156217	158178038	158186427
CD1E	CD1e molecule	PA26197	913	HGNC:1638	ENSG00000158488	chr1	158323486	158327343	158353157	158357554
CD2	CD2 molecule	PA26198	914	HGNC:1639	ENSG00000116824	chr1	117297057	117311851	116754464	116769229
CD200	CD200 molecule	PA30911	4345	HGNC:7203	ENSG00000091972	chr3	112051194	112081659	112332224	112362812
CD200R1	CD200 receptor 1	PA134922446	131450	HGNC:24235	ENSG00000163606	chr3	112641532	112693950	112922685	112975090
CD200R1L	CD200 receptor 1 like	PA164717784	344807	HGNC:24665	ENSG00000206531	chr3	112534556	112564797	112814925	112847004
CD207	CD207 molecule	PA134986203	50489	HGNC:17935	ENSG00000116031	chr2	71057343	71062953	70825248	70860787
CD209	CD209 molecule	PA26199	30835	HGNC:1641	ENSG00000090659	chr19	7804879	7812499	7739993	7747609
CD22	CD22 molecule	PA26201	933	HGNC:1643	ENSG00000012124	chr19	35820069	35838264	35329166	35347361
CD226	CD226 molecule	PA134911130	10666	HGNC:16961	ENSG00000150637	chr18	67530192	67624412	69860228	69962086
CD24	CD24 molecule	PA26202	100133941	HGNC:1645		chr6	274454	280365	106969831	106976855
CD244	CD244 molecule	PA134905192	51744	HGNC:18171	ENSG00000122223	chr1	160799950	160832692	160830160	160862902
CD247	CD247 molecule	PA26219	919	HGNC:1677	ENSG00000198821	chr1	167399877	167487847	167430640	167518610
CD248	CD248 molecule	PA134864533	57124	HGNC:18219	ENSG00000174807	chr11	66081958	66084515	66314487	66317044
CD24P1	CD24 molecule pseudogene 1	PA26203	935	HGNC:1646		chr1	15936477	15941441	15609982	15614946
CD24P2	CD24 molecule pseudogene 2	PA26204	936	HGNC:1647		chr15	56363537	56366289	56071339	56074088
CD24P3	CD24 molecule pseudogene 3	PA26205	937	HGNC:1648		chr20	30098078	30099571		
CD24P4	CD24 molecule pseudogene 4	PA26206	938	HGNC:1649		chrY	21152526	21154705	18990640	18992818
CD27	CD27 molecule	PA162382107	939	HGNC:11922	ENSG00000139193	chr12	6554051	6560884	6444867	6451718
CD274	CD274 molecule	PA134915280	29126	HGNC:17635	ENSG00000120217	chr9	5450503	5470567	5450503	5470567
CD276	CD276 molecule	PA142672148	80381	HGNC:19137	ENSG00000103855	chr15	73976560	74006859	73683966	73714518
CD28	CD28 molecule	PA26207	940	HGNC:1653	ENSG00000178562	chr2	204571198	204603635	203706475	203739756
CD2AP	CD2 associated protein	PA26208	23607	HGNC:14258	ENSG00000198087	chr6	47445482	47594999	47477746	47627263
CD2BP2	CD2 cytoplasmic tail binding protein 2	PA26209	10421	HGNC:1656	ENSG00000169217	chr16	30362087	30366682	30350766	30355361
CD300A	CD300a molecule	PA142672149	11314	HGNC:19319	ENSG00000167851	chr17	72462509	72480937	74466320	74484798
CD300C	CD300c molecule	PA142672150	10871	HGNC:19320	ENSG00000167850	chr17	72537204	72542310	74534359	74546171
CD300E	CD300e molecule	PA142672152	342510	HGNC:28874	ENSG00000186407	chr17	72606022	72619897	74609883	74623958
CD300H	CD300H molecule (gene/pseudogene)	PA166180588	100130520	HGNC:52292			0	0	0	0
CD300LB	CD300 molecule like family member b	PA142672151	124599	HGNC:30811	ENSG00000178789	chr17	72516894	72527613	74521174	74531474
CD300LD	CD300 molecule like family member d	PA162382124	100131439	HGNC:16848	ENSG00000204345	chr17	72576111	72588370	74579972	74592231
CD300LF	CD300 molecule like family member f	PA142672153	146722	HGNC:29883	ENSG00000186074	chr17	72690447	72709169	74694308	74713059
CD300LG	CD300 molecule like family member g	PA142672154	146894	HGNC:30455	ENSG00000161649	chr17	41924145	41940997	43846777	43863639
CD302	CD302 molecule	PA142672141	9936	HGNC:30843	ENSG00000241399	chr2	160625139	160655115	159768628	159798255
CD320	CD320 molecule	PA142672142	51293	HGNC:16692	ENSG00000167775	chr19	8367011	8373439	8302127	8308356
CD33	CD33 molecule	PA26210	945	HGNC:1659	ENSG00000105383	chr19	51728335	51743274	51211054	51240019
CD34	CD34 molecule	PA26211	947	HGNC:1662	ENSG00000174059	chr1	208059883	208084742	207886538	207911338
CD36	CD36 molecule	PA26212	948	HGNC:1663	ENSG00000135218	chr7	80231504	80308593	80602188	80679277
CD37	CD37 molecule	PA26213	951	HGNC:1666	ENSG00000104894	chr19	49838632	49843863	49335314	49340608
CD38	CD38 molecule	PA26214	952	HGNC:1667	ENSG00000004468	chr4	15779921	15850706	15778265	15853243
CD3D	CD3d molecule	PA26215	915	HGNC:1673	ENSG00000167286	chr11	118209789	118213459	118339074	118344233
CD3E	CD3e molecule	PA26216	916	HGNC:1674	ENSG00000198851	chr11	118175295	118186890	118304580	118316175
CD3EAP	CD3e molecule associated protein	PA142672156	10849	HGNC:24219	ENSG00000117877	chr19	45909467	45914024	45406129	45410766
CD3G	CD3g molecule	PA26217	917	HGNC:1675	ENSG00000160654	chr11	118215032	118224497	118344307	118353782
CD4	CD4 molecule	PA26220	920	HGNC:1678	ENSG00000010610	chr12	6898638	6929976	6789472	6820810
CD40	CD40 molecule	PA36612	958	HGNC:11919	ENSG00000101017	chr20	44746899	44758384	46118242	46129745
CD40LG	CD40 ligand	PA36626	959	HGNC:11935	ENSG00000102245	chrX	135730281	135742549	136648177	136660390
CD44	CD44 molecule (Indian blood group)	PA26221	960	HGNC:1681	ENSG00000026508	chr11	35160417	35253949	35138870	35232402
CD46	CD46 molecule	PA30700	4179	HGNC:6953	ENSG00000117335	chr1	207925383	207968861	207752038	207795516
CD46P1	CD46 molecule, complement regulatory protein pseudogene 1	PA30707	4182	HGNC:6959		chr1	207818429	207830664	207645079	207657411
CD47	CD47 molecule	PA26222	961	HGNC:1682	ENSG00000196776	chr3	107761941	107809935	108043094	108094200
CD48	CD48 molecule	PA26223	962	HGNC:1683	ENSG00000117091	chr1	160648536	160681641	160678746	160711851
CD5	CD5 molecule	PA26224	921	HGNC:1685	ENSG00000110448	chr11	60869930	60895324	61102458	61127852
CD52	CD52 molecule	PA26350	1043	HGNC:1804	ENSG00000169442	chr1	26644411	26647014	26317920	26320523
CD53	CD53 molecule	PA26225	963	HGNC:1686	ENSG00000143119	chr1	111413821	111442558	110871199	110899936
CD55	CD55 molecule (Cromer blood group)	PA27137	1604	HGNC:2665	ENSG00000196352	chr1	207494817	207534311	207321472	207360966
CD58	CD58 molecule	PA26227	965	HGNC:1688	ENSG00000116815	chr1	117057156	117113715	116487140	116571093
CD59	CD59 molecule (CD59 blood group)	PA26228	966	HGNC:1689	ENSG00000085063	chr11	33724556	33758025	33703010	33736479
CD5L	CD5 molecule like	PA26229	922	HGNC:1690	ENSG00000073754	chr1	157796861	157811634	157827071	157841844
CD6	CD6 molecule	PA26230	923	HGNC:1691	ENSG00000013725	chr11	60739113	60787849	60971641	61020377
CD63	CD63 molecule	PA26231	967	HGNC:1692	ENSG00000135404	chr12	56119227	56123457	55725443	55729673
CD68	CD68 molecule	PA26232	968	HGNC:1693	ENSG00000129226	chr17	7482805	7485429	7579487	7582111
CD69	CD69 molecule	PA26233	969	HGNC:1694	ENSG00000110848	chr12	9905082	9913497	9752486	9760901
CD7	CD7 molecule	PA26234	924	HGNC:1695	ENSG00000173762	chr17	80272746	80275480	82314865	82320829
CD70	CD70 molecule	PA36627	970	HGNC:11937	ENSG00000125726	chr19	6582969	6591163	6581646	6591152
CD72	CD72 molecule	PA26235	971	HGNC:1696	ENSG00000137101	chr9	35609976	35618862	35609977	35646857
CD74	CD74 molecule	PA26236	972	HGNC:1697	ENSG00000019582	chr5	149781200	149792543	150401637	150412936
CD79A	CD79a molecule	PA26237	973	HGNC:1698	ENSG00000105369	chr19	42381190	42385439	41877120	41881372
CD79B	CD79b molecule	PA26238	974	HGNC:1699	ENSG00000007312	chr17	62006098	62009710	63928738	63932344
