Gene	Allele1	Allele2	ActivityScore	Phenotype	EHR	ConsultationID
CYP2D6	*45x2	*58		Indeterminate	none	26
CYP2D6	*45x2	*59	2.5	Ultrarapid Metabolizer	Abnormal/Priority/High Risk	37
CYP2D6	*45x2	*60	2.0	Normal Metabolizer	Normal/Routine/ Low Risk	39
CYP2D6	*45x2	*61		Indeterminate	none	26
CYP2D6	*45x2	*62	2.0	Normal Metabolizer	Normal/Routine/ Low Risk	39
CYP2D6	*45x2	*63		Indeterminate	none	26
CYP2D6	*45x2	*64		Indeterminate	none	26
CYP2D6	*45x2	*65		Indeterminate	none	26
CYP2D6	*45x2	*68	2.0	Normal Metabolizer	Normal/Routine/ Low Risk	39
CYP2D6	*45x2	*69	2.0	Normal Metabolizer	Normal/Routine/ Low Risk	39
CYP2D6	*45x2	*70		Indeterminate	none	26
CYP2D6	*45x2	*71		Indeterminate	none	26
CYP2D6	*45x2	*72		Indeterminate	none	26
CYP2D6	*45x2	*73		Indeterminate	none	26
CYP2D6	*45x2	*74		Indeterminate	none	26
CYP2D6	*45x2	*75		Indeterminate	none	26
CYP2D6	*45x2	*81	2.0	Normal Metabolizer	Normal/Routine/ Low Risk	39
CYP2D6	*45x2	*82		Indeterminate	none	26
CYP2D6	*45x2	*83		Indeterminate	none	26
CYP2D6	*45x2	*84		Indeterminate	none	26
CYP2D6	*45x2	*85		Indeterminate	none	26
CYP2D6	*45x2	*86		Indeterminate	none	26
CYP2D6	*45x2	*87		Indeterminate	none	26
CYP2D6	*45x2	*88		Indeterminate	none	26
CYP2D6	*45x2	*89		Indeterminate	none	26
CYP2D6	*45x2	*90		Indeterminate	none	26
CYP2D6	*45x2	*91		Indeterminate	none	26
CYP2D6	*45x2	*92	2.0	Normal Metabolizer	Normal/Routine/ Low Risk	39
CYP2D6	*45x2	*93		Indeterminate	none	26
CYP2D6	*45x2	*94		Indeterminate	none	26
CYP2D6	*45x2	*95		Indeterminate	none	26
CYP2D6	*45x2	*96	2.0	Normal Metabolizer	Normal/Routine/ Low Risk	39
CYP2D6	*45x2	*97		Indeterminate	none	26
CYP2D6	*45x2	*98		Indeterminate	none	26
CYP2D6	*45x2	*99	2.0	Normal Metabolizer	Normal/Routine/ Low Risk	39
CYP2D6	*45x2	*100	2.0	Normal Metabolizer	Normal/Routine/ Low Risk	39
CYP2D6	*45x2	*101	2.0	Normal Metabolizer	Normal/Routine/ Low Risk	39
CYP2D6	*45x2	*102		Indeterminate	none	26
CYP2D6	*45x2	*103		Indeterminate	none	26
CYP2D6	*45x2	*104		Indeterminate	none	26
CYP2D6	*45x2	*105		Indeterminate	none	26
CYP2D6	*45x2	*106		Indeterminate	none	26
CYP2D6	*45x2	*107		Indeterminate	none	26
CYP2D6	*45x2	*108		Indeterminate	none	26
CYP2D6	*45x2	*109		Indeterminate	none	26
CYP2D6	*45x2	*110		Indeterminate	none	26
CYP2D6	*45x2	*111		Indeterminate	none	26
CYP2D6	*45x2	*112		Indeterminate	none	26
CYP2D6	*45x2	*113		Indeterminate	none	26
CYP2D6	*45x2	*114	2.0	Normal Metabolizer	Normal/Routine/ Low Risk	39
CYP2D6	*45x2	*115		Indeterminate	none	26
CYP2D6	*45x2	*116		Indeterminate	none	26
CYP2D6	*45x2	*117		Indeterminate	none	26
CYP2D6	*45x2	*118		Indeterminate	none	26
CYP2D6	*45x2	*119		Indeterminate	none	26
CYP2D6	*45x2	*120	2.0	Normal Metabolizer	Normal/Routine/ Low Risk	39
CYP2D6	*45x2	*121		Indeterminate	none	26
CYP2D6	*45x2	*122		Indeterminate	none	26
CYP2D6	*45x2	*123		Indeterminate	none	26
CYP2D6	*45x2	*124	2.0	Normal Metabolizer	Normal/Routine/ Low Risk	39
CYP2D6	*45x2	*125		Indeterminate	none	26
CYP2D6	*45x2	*126		Indeterminate	none	26
CYP2D6	*45x2	*127		Indeterminate	none	26
CYP2D6	*45x2	*128		Indeterminate	none	26
CYP2D6	*45x2	*129	2.0	Normal Metabolizer	Normal/Routine/ Low Risk	39
CYP2D6	*45x2	*130		Indeterminate	none	26
CYP2D6	*45x2	*131		Indeterminate	none	26
CYP2D6	*45x2	*132		Indeterminate	none	26
CYP2D6	*45x2	*133		Indeterminate	none	26
CYP2D6	*45x2	*134		Indeterminate	none	26
CYP2D6	*45x2	*135		Indeterminate	none	26
CYP2D6	*45x2	*136		Indeterminate	none	26
CYP2D6	*45x2	*137		Indeterminate	none	26
CYP2D6	*45x2	*138		Indeterminate	none	26
CYP2D6	*45x2	*139		Indeterminate	none	26
CYP2D6	*46	*46	2.0	Normal Metabolizer	Normal/Routine/ Low Risk	39
CYP2D6	*46	*47	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*46	*48	2.0	Normal Metabolizer	Normal/Routine/ Low Risk	39
CYP2D6	*46	*49	1.5	Normal Metabolizer	Normal/Routine/ Low Risk	41
CYP2D6	*46	*50	1.5	Normal Metabolizer	Normal/Routine/ Low Risk	41
CYP2D6	*46	*51	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*46	*52		Indeterminate	none	26
CYP2D6	*46	*53	2.0	Normal Metabolizer	Normal/Routine/ Low Risk	39
CYP2D6	*46	*54	1.5	Normal Metabolizer	Normal/Routine/ Low Risk	41
CYP2D6	*46	*55	1.5	Normal Metabolizer	Normal/Routine/ Low Risk	41
CYP2D6	*46	*56	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*46	*57	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*46	*58		Indeterminate	none	26
CYP2D6	*46	*59	1.5	Normal Metabolizer	Normal/Routine/ Low Risk	41
CYP2D6	*46	*60	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*46	*61		Indeterminate	none	26
CYP2D6	*46	*62	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*46	*63		Indeterminate	none	26
CYP2D6	*46	*64		Indeterminate	none	26
CYP2D6	*46	*65		Indeterminate	none	26
CYP2D6	*46	*68	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*46	*69	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*46	*70		Indeterminate	none	26
CYP2D6	*46	*71		Indeterminate	none	26
CYP2D6	*46	*72		Indeterminate	none	26
CYP2D6	*46	*73		Indeterminate	none	26
CYP2D6	*46	*74		Indeterminate	none	26
CYP2D6	*46	*75		Indeterminate	none	26
CYP2D6	*46	*81	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*46	*82		Indeterminate	none	26
CYP2D6	*46	*83		Indeterminate	none	26
CYP2D6	*46	*84		Indeterminate	none	26
CYP2D6	*46	*85		Indeterminate	none	26
CYP2D6	*46	*86		Indeterminate	none	26
CYP2D6	*46	*87		Indeterminate	none	26
CYP2D6	*46	*88		Indeterminate	none	26
CYP2D6	*46	*89		Indeterminate	none	26
CYP2D6	*46	*90		Indeterminate	none	26
CYP2D6	*46	*91		Indeterminate	none	26
CYP2D6	*46	*92	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*46	*93		Indeterminate	none	26
CYP2D6	*46	*94		Indeterminate	none	26
CYP2D6	*46	*95		Indeterminate	none	26
CYP2D6	*46	*96	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*46	*97		Indeterminate	none	26
CYP2D6	*46	*98		Indeterminate	none	26
CYP2D6	*46	*99	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*46	*100	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*46	*101	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*46	*102		Indeterminate	none	26
CYP2D6	*46	*103		Indeterminate	none	26
CYP2D6	*46	*104		Indeterminate	none	26
CYP2D6	*46	*105		Indeterminate	none	26
CYP2D6	*46	*106		Indeterminate	none	26
CYP2D6	*46	*107		Indeterminate	none	26
CYP2D6	*46	*108		Indeterminate	none	26
CYP2D6	*46	*109		Indeterminate	none	26
CYP2D6	*46	*110		Indeterminate	none	26
CYP2D6	*46	*111		Indeterminate	none	26
CYP2D6	*46	*112		Indeterminate	none	26
CYP2D6	*46	*113		Indeterminate	none	26
CYP2D6	*46	*114	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*46	*115		Indeterminate	none	26
CYP2D6	*46	*116		Indeterminate	none	26
CYP2D6	*46	*117		Indeterminate	none	26
CYP2D6	*46	*118		Indeterminate	none	26
CYP2D6	*46	*119		Indeterminate	none	26
CYP2D6	*46	*120	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*46	*121		Indeterminate	none	26
CYP2D6	*46	*122		Indeterminate	none	26
CYP2D6	*46	*123		Indeterminate	none	26
CYP2D6	*46	*124	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*46	*125		Indeterminate	none	26
CYP2D6	*46	*126		Indeterminate	none	26
CYP2D6	*46	*127		Indeterminate	none	26
CYP2D6	*46	*128		Indeterminate	none	26
CYP2D6	*46	*129	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*46	*130		Indeterminate	none	26
CYP2D6	*46	*131		Indeterminate	none	26
CYP2D6	*46	*132		Indeterminate	none	26
CYP2D6	*46	*133		Indeterminate	none	26
CYP2D6	*46	*134		Indeterminate	none	26
CYP2D6	*46	*135		Indeterminate	none	26
CYP2D6	*46	*136		Indeterminate	none	26
CYP2D6	*46	*137		Indeterminate	none	26
CYP2D6	*46	*138		Indeterminate	none	26
CYP2D6	*46	*139		Indeterminate	none	26
CYP2D6	*47	*47	0.0	Poor Metabolizer	Abnormal/Priority/High Risk	47
CYP2D6	*47	*48	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*47	*49	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*47	*50	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*47	*51	0.0	Poor Metabolizer	Abnormal/Priority/High Risk	47
CYP2D6	*47	*52		Indeterminate	none	26
CYP2D6	*47	*53	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*47	*54	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*47	*55	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*47	*56	0.0	Poor Metabolizer	Abnormal/Priority/High Risk	47
CYP2D6	*47	*57	0.0	Poor Metabolizer	Abnormal/Priority/High Risk	47
CYP2D6	*47	*58		Indeterminate	none	26
CYP2D6	*47	*59	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*47	*60	0.0	Poor Metabolizer	Abnormal/Priority/High Risk	47
CYP2D6	*47	*61		Indeterminate	none	26
CYP2D6	*47	*62	0.0	Poor Metabolizer	Abnormal/Priority/High Risk	47
CYP2D6	*47	*63		Indeterminate	none	26
CYP2D6	*47	*64		Indeterminate	none	26
CYP2D6	*47	*65		Indeterminate	none	26
CYP2D6	*47	*68	0.0	Poor Metabolizer	Abnormal/Priority/High Risk	47
CYP2D6	*47	*69	0.0	Poor Metabolizer	Abnormal/Priority/High Risk	47
CYP2D6	*47	*70		Indeterminate	none	26
CYP2D6	*47	*71		Indeterminate	none	26
CYP2D6	*47	*72		Indeterminate	none	26
CYP2D6	*47	*73		Indeterminate	none	26
CYP2D6	*47	*74		Indeterminate	none	26
CYP2D6	*47	*75		Indeterminate	none	26
CYP2D6	*47	*81	0.0	Poor Metabolizer	Abnormal/Priority/High Risk	47
CYP2D6	*47	*82		Indeterminate	none	26
CYP2D6	*47	*83		Indeterminate	none	26
CYP2D6	*47	*84		Indeterminate	none	26
CYP2D6	*47	*85		Indeterminate	none	26
CYP2D6	*47	*86		Indeterminate	none	26
CYP2D6	*47	*87		Indeterminate	none	26
CYP2D6	*47	*88		Indeterminate	none	26
CYP2D6	*47	*89		Indeterminate	none	26
CYP2D6	*47	*90		Indeterminate	none	26
CYP2D6	*47	*91		Indeterminate	none	26
CYP2D6	*47	*92	0.0	Poor Metabolizer	Abnormal/Priority/High Risk	47
CYP2D6	*47	*93		Indeterminate	none	26
CYP2D6	*47	*94		Indeterminate	none	26
CYP2D6	*47	*95		Indeterminate	none	26
CYP2D6	*47	*96	0.0	Poor Metabolizer	Abnormal/Priority/High Risk	47
CYP2D6	*47	*97		Indeterminate	none	26
CYP2D6	*47	*98		Indeterminate	none	26
CYP2D6	*47	*99	0.0	Poor Metabolizer	Abnormal/Priority/High Risk	47
CYP2D6	*47	*100	0.0	Poor Metabolizer	Abnormal/Priority/High Risk	47
CYP2D6	*47	*101	0.0	Poor Metabolizer	Abnormal/Priority/High Risk	47
CYP2D6	*47	*102		Indeterminate	none	26
CYP2D6	*47	*103		Indeterminate	none	26
CYP2D6	*47	*104		Indeterminate	none	26
CYP2D6	*47	*105		Indeterminate	none	26
CYP2D6	*47	*106		Indeterminate	none	26
CYP2D6	*47	*107		Indeterminate	none	26
CYP2D6	*47	*108		Indeterminate	none	26
CYP2D6	*47	*109		Indeterminate	none	26
CYP2D6	*47	*110		Indeterminate	none	26
CYP2D6	*47	*111		Indeterminate	none	26
CYP2D6	*47	*112		Indeterminate	none	26
CYP2D6	*47	*113		Indeterminate	none	26
CYP2D6	*47	*114	0.0	Poor Metabolizer	Abnormal/Priority/High Risk	47
CYP2D6	*47	*115		Indeterminate	none	26
CYP2D6	*47	*116		Indeterminate	none	26
CYP2D6	*47	*117		Indeterminate	none	26
CYP2D6	*47	*118		Indeterminate	none	26
CYP2D6	*47	*119		Indeterminate	none	26
CYP2D6	*47	*120	0.0	Poor Metabolizer	Abnormal/Priority/High Risk	47
CYP2D6	*47	*121		Indeterminate	none	26
CYP2D6	*47	*122		Indeterminate	none	26
CYP2D6	*47	*123		Indeterminate	none	26
CYP2D6	*47	*124	0.0	Poor Metabolizer	Abnormal/Priority/High Risk	47
CYP2D6	*47	*125		Indeterminate	none	26
CYP2D6	*47	*126		Indeterminate	none	26
CYP2D6	*47	*127		Indeterminate	none	26
CYP2D6	*47	*128		Indeterminate	none	26
CYP2D6	*47	*129	0.0	Poor Metabolizer	Abnormal/Priority/High Risk	47
CYP2D6	*47	*130		Indeterminate	none	26
CYP2D6	*47	*131		Indeterminate	none	26
CYP2D6	*47	*132		Indeterminate	none	26
CYP2D6	*47	*133		Indeterminate	none	26
CYP2D6	*47	*134		Indeterminate	none	26
CYP2D6	*47	*135		Indeterminate	none	26
CYP2D6	*47	*136		Indeterminate	none	26
CYP2D6	*47	*137		Indeterminate	none	26
CYP2D6	*47	*138		Indeterminate	none	26
CYP2D6	*47	*139		Indeterminate	none	26
CYP2D6	*48	*48	2.0	Normal Metabolizer	Normal/Routine/ Low Risk	39
CYP2D6	*48	*49	1.5	Normal Metabolizer	Normal/Routine/ Low Risk	41
CYP2D6	*48	*50	1.5	Normal Metabolizer	Normal/Routine/ Low Risk	41
CYP2D6	*48	*51	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*48	*52		Indeterminate	none	26
CYP2D6	*48	*53	2.0	Normal Metabolizer	Normal/Routine/ Low Risk	39
CYP2D6	*48	*54	1.5	Normal Metabolizer	Normal/Routine/ Low Risk	41
CYP2D6	*48	*55	1.5	Normal Metabolizer	Normal/Routine/ Low Risk	41
CYP2D6	*48	*56	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*48	*57	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*48	*58		Indeterminate	none	26
CYP2D6	*48	*59	1.5	Normal Metabolizer	Normal/Routine/ Low Risk	41
CYP2D6	*48	*60	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*48	*61		Indeterminate	none	26
CYP2D6	*48	*62	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*48	*63		Indeterminate	none	26
CYP2D6	*48	*64		Indeterminate	none	26
CYP2D6	*48	*65		Indeterminate	none	26
CYP2D6	*48	*68	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*48	*69	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*48	*70		Indeterminate	none	26
CYP2D6	*48	*71		Indeterminate	none	26
CYP2D6	*48	*72		Indeterminate	none	26
CYP2D6	*48	*73		Indeterminate	none	26
CYP2D6	*48	*74		Indeterminate	none	26
CYP2D6	*48	*75		Indeterminate	none	26
CYP2D6	*48	*81	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*48	*82		Indeterminate	none	26
CYP2D6	*48	*83		Indeterminate	none	26
CYP2D6	*48	*84		Indeterminate	none	26
CYP2D6	*48	*85		Indeterminate	none	26
CYP2D6	*48	*86		Indeterminate	none	26
CYP2D6	*48	*87		Indeterminate	none	26
CYP2D6	*48	*88		Indeterminate	none	26
CYP2D6	*48	*89		Indeterminate	none	26
CYP2D6	*48	*90		Indeterminate	none	26
CYP2D6	*48	*91		Indeterminate	none	26
CYP2D6	*48	*92	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*48	*93		Indeterminate	none	26
CYP2D6	*48	*94		Indeterminate	none	26
CYP2D6	*48	*95		Indeterminate	none	26
CYP2D6	*48	*96	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*48	*97		Indeterminate	none	26
CYP2D6	*48	*98		Indeterminate	none	26
CYP2D6	*48	*99	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*48	*100	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*48	*101	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*48	*102		Indeterminate	none	26
CYP2D6	*48	*103		Indeterminate	none	26
CYP2D6	*48	*104		Indeterminate	none	26
CYP2D6	*48	*105		Indeterminate	none	26
CYP2D6	*48	*106		Indeterminate	none	26
CYP2D6	*48	*107		Indeterminate	none	26
CYP2D6	*48	*108		Indeterminate	none	26
CYP2D6	*48	*109		Indeterminate	none	26
CYP2D6	*48	*110		Indeterminate	none	26
CYP2D6	*48	*111		Indeterminate	none	26
CYP2D6	*48	*112		Indeterminate	none	26
CYP2D6	*48	*113		Indeterminate	none	26
CYP2D6	*48	*114	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*48	*115		Indeterminate	none	26
CYP2D6	*48	*116		Indeterminate	none	26
CYP2D6	*48	*117		Indeterminate	none	26
CYP2D6	*48	*118		Indeterminate	none	26
CYP2D6	*48	*119		Indeterminate	none	26
CYP2D6	*48	*120	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*48	*121		Indeterminate	none	26
CYP2D6	*48	*122		Indeterminate	none	26
CYP2D6	*48	*123		Indeterminate	none	26
CYP2D6	*48	*124	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*48	*125		Indeterminate	none	26
CYP2D6	*48	*126		Indeterminate	none	26
CYP2D6	*48	*127		Indeterminate	none	26
CYP2D6	*48	*128		Indeterminate	none	26
CYP2D6	*48	*129	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*48	*130		Indeterminate	none	26
CYP2D6	*48	*131		Indeterminate	none	26
CYP2D6	*48	*132		Indeterminate	none	26
CYP2D6	*48	*133		Indeterminate	none	26
CYP2D6	*48	*134		Indeterminate	none	26
CYP2D6	*48	*135		Indeterminate	none	26
CYP2D6	*48	*136		Indeterminate	none	26
CYP2D6	*48	*137		Indeterminate	none	26
CYP2D6	*48	*138		Indeterminate	none	26
CYP2D6	*48	*139		Indeterminate	none	26
CYP2D6	*49	*49	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*49	*50	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*49	*51	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*49	*52		Indeterminate	none	26
CYP2D6	*49	*53	1.5	Normal Metabolizer	Normal/Routine/ Low Risk	41
CYP2D6	*49	*54	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*49	*55	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*49	*56	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*49	*57	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*49	*58		Indeterminate	none	26
CYP2D6	*49	*59	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*49	*60	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*49	*61		Indeterminate	none	26
CYP2D6	*49	*62	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*49	*63		Indeterminate	none	26
CYP2D6	*49	*64		Indeterminate	none	26
CYP2D6	*49	*65		Indeterminate	none	26
CYP2D6	*49	*68	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*49	*69	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*49	*70		Indeterminate	none	26
CYP2D6	*49	*71		Indeterminate	none	26
CYP2D6	*49	*72		Indeterminate	none	26
CYP2D6	*49	*73		Indeterminate	none	26
CYP2D6	*49	*74		Indeterminate	none	26
CYP2D6	*49	*75		Indeterminate	none	26
CYP2D6	*49	*81	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*49	*82		Indeterminate	none	26
CYP2D6	*49	*83		Indeterminate	none	26
CYP2D6	*49	*84		Indeterminate	none	26
CYP2D6	*49	*85		Indeterminate	none	26
CYP2D6	*49	*86		Indeterminate	none	26
CYP2D6	*49	*87		Indeterminate	none	26
CYP2D6	*49	*88		Indeterminate	none	26
CYP2D6	*49	*89		Indeterminate	none	26
CYP2D6	*49	*90		Indeterminate	none	26
CYP2D6	*49	*91		Indeterminate	none	26
CYP2D6	*49	*92	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*49	*93		Indeterminate	none	26
CYP2D6	*49	*94		Indeterminate	none	26
CYP2D6	*49	*95		Indeterminate	none	26
CYP2D6	*49	*96	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*49	*97		Indeterminate	none	26
CYP2D6	*49	*98		Indeterminate	none	26
CYP2D6	*49	*99	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*49	*100	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*49	*101	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*49	*102		Indeterminate	none	26
CYP2D6	*49	*103		Indeterminate	none	26
CYP2D6	*49	*104		Indeterminate	none	26
CYP2D6	*49	*105		Indeterminate	none	26
CYP2D6	*49	*106		Indeterminate	none	26
CYP2D6	*49	*107		Indeterminate	none	26
CYP2D6	*49	*108		Indeterminate	none	26
CYP2D6	*49	*109		Indeterminate	none	26
CYP2D6	*49	*110		Indeterminate	none	26
CYP2D6	*49	*111		Indeterminate	none	26
CYP2D6	*49	*112		Indeterminate	none	26
CYP2D6	*49	*113		Indeterminate	none	26
CYP2D6	*49	*114	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*49	*115		Indeterminate	none	26
CYP2D6	*49	*116		Indeterminate	none	26
CYP2D6	*49	*117		Indeterminate	none	26
CYP2D6	*49	*118		Indeterminate	none	26
CYP2D6	*49	*119		Indeterminate	none	26
CYP2D6	*49	*120	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*49	*121		Indeterminate	none	26
CYP2D6	*49	*122		Indeterminate	none	26
CYP2D6	*49	*123		Indeterminate	none	26
CYP2D6	*49	*124	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*49	*125		Indeterminate	none	26
CYP2D6	*49	*126		Indeterminate	none	26
CYP2D6	*49	*127		Indeterminate	none	26
CYP2D6	*49	*128		Indeterminate	none	26
CYP2D6	*49	*129	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*49	*130		Indeterminate	none	26
CYP2D6	*49	*131		Indeterminate	none	26
CYP2D6	*49	*132		Indeterminate	none	26
CYP2D6	*49	*133		Indeterminate	none	26
CYP2D6	*49	*134		Indeterminate	none	26
CYP2D6	*49	*135		Indeterminate	none	26
CYP2D6	*49	*136		Indeterminate	none	26
CYP2D6	*49	*137		Indeterminate	none	26
CYP2D6	*49	*138		Indeterminate	none	26
CYP2D6	*49	*139		Indeterminate	none	26
CYP2D6	*50	*50	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*50	*51	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*50	*52		Indeterminate	none	26
CYP2D6	*50	*53	1.5	Normal Metabolizer	Normal/Routine/ Low Risk	41
CYP2D6	*50	*54	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*50	*55	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*50	*56	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*50	*57	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*50	*58		Indeterminate	none	26
CYP2D6	*50	*59	1.0	Intermediate Metabolizer	Abnormal/Priority/High Risk	43
CYP2D6	*50	*60	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*50	*61		Indeterminate	none	26
CYP2D6	*50	*62	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*50	*63		Indeterminate	none	26
CYP2D6	*50	*64		Indeterminate	none	26
CYP2D6	*50	*65		Indeterminate	none	26
CYP2D6	*50	*68	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*50	*69	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*50	*70		Indeterminate	none	26
CYP2D6	*50	*71		Indeterminate	none	26
CYP2D6	*50	*72		Indeterminate	none	26
CYP2D6	*50	*73		Indeterminate	none	26
CYP2D6	*50	*74		Indeterminate	none	26
CYP2D6	*50	*75		Indeterminate	none	26
CYP2D6	*50	*81	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*50	*82		Indeterminate	none	26
CYP2D6	*50	*83		Indeterminate	none	26
CYP2D6	*50	*84		Indeterminate	none	26
CYP2D6	*50	*85		Indeterminate	none	26
CYP2D6	*50	*86		Indeterminate	none	26
CYP2D6	*50	*87		Indeterminate	none	26
CYP2D6	*50	*88		Indeterminate	none	26
CYP2D6	*50	*89		Indeterminate	none	26
CYP2D6	*50	*90		Indeterminate	none	26
CYP2D6	*50	*91		Indeterminate	none	26
CYP2D6	*50	*92	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*50	*93		Indeterminate	none	26
CYP2D6	*50	*94		Indeterminate	none	26
CYP2D6	*50	*95		Indeterminate	none	26
CYP2D6	*50	*96	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
CYP2D6	*50	*97		Indeterminate	none	26
CYP2D6	*50	*98		Indeterminate	none	26
CYP2D6	*50	*99	0.5	Intermediate Metabolizer	Abnormal/Priority/High Risk	45
