Source	PAID	Summary	Gene	Drug	GeneID	DrugID	Phenotype	Recommendation	Alternate	Dosing
CPIC	PA166219103	The CPIC Dosing Guideline for omeprazole, lansoprazole, pantoprazole recommends to increase the starting daily dose and to monitor efficacy in CYP2C19 ultrarapid metabolizer. For CYP2C19 rapid and normal metabolizers in the treatment of H. pylori infection and erosive esophagitis increasing the dose might be considered after initiation with the standard starting daily dose. The recommendations for intermediate and poor metabolizer for chronic therapy (>12 weeks) and efficacy achieved is to consider 50% reduction in daily dose. See full guideline for further details and supporting evidence.	CYP2C19	pantoprazole	4349	2503	CYP2C19 intermediate metabolizer	Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.	0	0
CPIC	PA166219103	The CPIC Dosing Guideline for omeprazole, lansoprazole, pantoprazole recommends to increase the starting daily dose and to monitor efficacy in CYP2C19 ultrarapid metabolizer. For CYP2C19 rapid and normal metabolizers in the treatment of H. pylori infection and erosive esophagitis increasing the dose might be considered after initiation with the standard starting daily dose. The recommendations for intermediate and poor metabolizer for chronic therapy (>12 weeks) and efficacy achieved is to consider 50% reduction in daily dose. See full guideline for further details and supporting evidence.	CYP2C19	pantoprazole	4349	2503	CYP2C19 likely poor metabolizer	Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.	0	0
CPIC	PA166219103	The CPIC Dosing Guideline for omeprazole, lansoprazole, pantoprazole recommends to increase the starting daily dose and to monitor efficacy in CYP2C19 ultrarapid metabolizer. For CYP2C19 rapid and normal metabolizers in the treatment of H. pylori infection and erosive esophagitis increasing the dose might be considered after initiation with the standard starting daily dose. The recommendations for intermediate and poor metabolizer for chronic therapy (>12 weeks) and efficacy achieved is to consider 50% reduction in daily dose. See full guideline for further details and supporting evidence.	CYP2C19	pantoprazole	4349	2503	CYP2C19 poor metabolizer	Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.	0	0
CPIC	PA166219103	The CPIC Dosing Guideline for omeprazole, lansoprazole, pantoprazole recommends to increase the starting daily dose and to monitor efficacy in CYP2C19 ultrarapid metabolizer. For CYP2C19 rapid and normal metabolizers in the treatment of H. pylori infection and erosive esophagitis increasing the dose might be considered after initiation with the standard starting daily dose. The recommendations for intermediate and poor metabolizer for chronic therapy (>12 weeks) and efficacy achieved is to consider 50% reduction in daily dose. See full guideline for further details and supporting evidence.	CYP2C19	pantoprazole	4349	2503	Indeterminate	No recommendation	0	0
CPIC	PA166119846	Rasburicase is contraindicated in G6PD deficient patients with or without chronic non-spherocytic hemolytic anemia (CNSHA). In patients with a negative or inconclusive genetic test result an enzyme activity test is recommended prior to rasburicase treatment to determine whether a patient is G6PD deficient. The G6PD gene is X-linked and therefore males only have one copy, whereas females have two copies. See full guideline for disclaimers, further details and supporting evidence.	G6PD	rasburicase	6821	2819	Normal. A male carrying a non-deficient (class IV) allele or a female carrying two non-deficient (class IV) alleles.	No reason to withhold rasburicase based on G6PD status.	1	0
CPIC	PA166119846	Rasburicase is contraindicated in G6PD deficient patients with or without chronic non-spherocytic hemolytic anemia (CNSHA). In patients with a negative or inconclusive genetic test result an enzyme activity test is recommended prior to rasburicase treatment to determine whether a patient is G6PD deficient. The G6PD gene is X-linked and therefore males only have one copy, whereas females have two copies. See full guideline for disclaimers, further details and supporting evidence.	G6PD	rasburicase	6821	2819	Deficient or Deficient with CNSHA. A male carrying a class I, II or III allele, a female carrying two deficient class I-III alleles.	Rasburicase is contraindicated; alternatives include allopurinol.	1	0
CPIC	PA166119846	Rasburicase is contraindicated in G6PD deficient patients with or without chronic non-spherocytic hemolytic anemia (CNSHA). In patients with a negative or inconclusive genetic test result an enzyme activity test is recommended prior to rasburicase treatment to determine whether a patient is G6PD deficient. The G6PD gene is X-linked and therefore males only have one copy, whereas females have two copies. See full guideline for disclaimers, further details and supporting evidence.	G6PD	rasburicase	6821	2819	Variable. A female carrying one non-deficient (class IV) and one deficient (class I-III variants) allele.	To ascertain that G6PD status is normal, enzyme activity must be measured; alternatives include allopurinol.	1	0
DPWG	PA166265162	Consider an alternative drug to carbamazepine in patients with the HLA-B*1502 0r HLA-B*1511 alleles.	HLA-B	carbamazepine	8015	665	HLA-B*1502	1. choose an alternative if possible Phenytoin, lamotrigine and oxcarbazepine also pose an increased risk of SJS/TEN in these patients, but the final risk is 10-fold lower for these medicines than for carbamazepine. Furthermore, in the case of oxcarbazepine, the most severe forms (SJS/TEN overlap and TEN) have not been observed.	0	0
DPWG	PA166265162	Consider an alternative drug to carbamazepine in patients with the HLA-B*1502 0r HLA-B*1511 alleles.	HLA-B	carbamazepine	8015	665	HLA-B*1511	1. carefully weigh the risk of SJS/TEN against the benefits 2. if an alternative is an option, choose an alternative	0	0
CPIC	PA166262341	CYP2C9 IMs should avoid fluvastatin doses greater than 40mg while CYP2C9 PMs should avoid doses greater than 20mg.  If higher doses are required for desired efficacy, an alternative statin should be considered. Patients with SLCO1B1 poor function should also avoid fluvastatin doses greater than 40mg and and adjust doses of fluvastatin based on disease-specific guidelines. Patients with both SLCO1B1 poor function and CYP2C9 IM/PM should be prescribed an alternative statin depending on the desired potency.	CYP2C9	fluvastatin	4351	1406	SLCO1B1 Normal function	Prescribe desired starting dose and adjust doses based on disease-specific guidelines.	1	1
CPIC	PA166262341	CYP2C9 IMs should avoid fluvastatin doses greater than 40mg while CYP2C9 PMs should avoid doses greater than 20mg.  If higher doses are required for desired efficacy, an alternative statin should be considered. Patients with SLCO1B1 poor function should also avoid fluvastatin doses greater than 40mg and and adjust doses of fluvastatin based on disease-specific guidelines. Patients with both SLCO1B1 poor function and CYP2C9 IM/PM should be prescribed an alternative statin depending on the desired potency.	CYP2C9	fluvastatin	4351	1406	SLCO1B1 Increased function	Prescribe desired starting dose and adjust doses based on disease-specific guidelines.	1	1
CPIC	PA166262341	CYP2C9 IMs should avoid fluvastatin doses greater than 40mg while CYP2C9 PMs should avoid doses greater than 20mg.  If higher doses are required for desired efficacy, an alternative statin should be considered. Patients with SLCO1B1 poor function should also avoid fluvastatin doses greater than 40mg and and adjust doses of fluvastatin based on disease-specific guidelines. Patients with both SLCO1B1 poor function and CYP2C9 IM/PM should be prescribed an alternative statin depending on the desired potency.	CYP2C9	fluvastatin	4351	1406	SLCO1B1 Decreased function	Prescribe desired starting dose and adjust doses of fluvastatin based on disease-specific guidelines. Prescriber should be aware of possible increased risk for myopathy especially for doses >40mg per day.	1	1
